,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y
29668,965118.2357,923465.3662,969527.2871,921488.0822,1326,4395.669290999999,38.0,860571.4286,3212236.735,12091.53543,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.0,110163,Outer Well,Unknown,Sibling Well,Primary Frac,0.0,967696.4194,922362.5025,969526.2882,921488.4055
29682,1018869.658,919738.1712,1026242.039,916469.9891,1017,7443.897637999999,38.0,860571.4286,3212236.735,11131.88976,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.5,116643,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,0.0,1022936.599,918090.297,1026255.541,916465.3577
29689,984605.545,915486.3687,988726.9163,912712.2379,1017,4241.141732,38.0,860571.4286,3212236.735,11945.86614,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.0,104063,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,986810.2502,913647.562,988714.873,912737.4152
29690,984616.8628,915512.934,989020.8714,913302.4526,1017,4509.84252,38.0,860571.4286,3212236.735,11809.05512,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.0,104063,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,987106.2229,914253.417,989077.4956,913240.3868
29692,1021500.74,926191.3745,1029291.07,922646.0386,1017,7344.488189,38.0,860571.4286,3212236.735,11985.23622,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.5,116938,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1025824.844,924054.9523,1029140.059,922398.2834
29694,1016474.058,916849.7913,1024343.692,912623.745,1017,8221.456693,38.0,860571.4286,3212236.735,11869.09449,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.5,100685,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1020586.482,914474.7953,1024318.459,912641.2623
29703,1023703.369,929872.9629,1031064.271,926237.4112,1017,7605.314961,38.0,860571.4286,3212236.735,11816.92913,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.5,101607,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1027695.328,927889.2671,1031149.162,926226.1314
29712,1029878.688,928663.0412,1022128.405,932153.6743,1017,7605.314961,38.0,860571.4286,3212236.735,12172.24409,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.5,108669,Unknown,Unknown,Unknown,Primary Frac,0.0,1026221.622,930310.1396,1022128.405,932153.6743
29765,1416493.127,987968.7166,1416263.235,989881.4382,1272,1695.866142,38.0,860571.4286,3212236.735,4905.511811,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,0.0,115752,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1416131.013,989028.9998,1416211.773,989872.6527
29766,1437613.829,1067165.769,1437381.541,1065057.331,1103,1696.850394,38.0,860571.4286,3212236.735,5551.1811020000005,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,0.0,108161,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1437635.031,1065886.426,1437500.8490000002,1065048.309
29767,1411480.134,992169.422,1411663.218,994444.4046,1272,2004.92126,38.0,860571.4286,3212236.735,4893.700787,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,0.0,114046,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1411174.228,993531.946,1411505.375,994475.263
29768,1483403.6530000002,1032510.825,1411663.218,994444.4046,1275,3120.07874,38.0,860571.4286,3212236.735,5226.377953,Undefined,195.7771096,730.7730683,166.4162868,31171.46825,228510.8248,0.2679041119999999,3.732678809,1.0,110479,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1483254.513,1030646.981,1483154.325,1029090.794
29769,1484903.709,1033347.577,1484607.761,1031531.192,1275,1512.795276,5.0,4830.357143,15732.50243,5199.80315,Undefined,3.193001208,10.39962425,302.5590551,966.0714286,3146.500487,0.30703044,3.257006049,0.0,113784,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1484797.336,1032212.361,1484709.835,1031517.084
29771,1470321.634,982523.7521,1475100.968,981648.7128,1018,4277.559055,5.0,87857.14286,634353.0982,5244.094488000001,Slickwater Crosslink Hybrid,20.53908356,148.29791709999998,302.5590551,966.0714286,3146.500487,0.1384987999999999,7.220279166,1.0,110419,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,45.0,1472988.185,982229.7807,1475140.708,981920.8051
29772,1455912.259,957166.7786,1451256.5380000002,958127.6072,1153,3720.472441,8.0,67387.42857,597881.5925,5180.11811,Slickwater Crosslink Hybrid,18.11259985,160.70044919999998,465.0590551,8423.428570999999,74735.19907,0.112710325,8.872301633,1.0,111465,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,1.0,1453449.0669999998,957413.1861,1451423.657,957575.6141
29773,1493372.265,952322.6407,1492584.2,947369.2125,1018,4186.023622,8.0,269428.5714,2504853.9,8851.377953,Undefined,64.36384401,598.3850369,465.0590551,8423.428570999999,74735.19907,0.107562589,9.296912671,1.0,115203,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,114.0,1493095.978,949317.0788,1492865.5359999998,947336.6873
29774,1440158.044,991299.4967,1444390.5580000002,990631.648,1028,3223.425197,8.0,269428.5714,2504853.9,5011.8110240000005,Slickwater Crosslink Hybrid,64.36384401,598.3850369,465.0590551,8423.428570999999,74735.19907,0.107562589,9.296912671,1.0,104327,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,0.0,1442807.563,991051.4704,1444418.761,990872.3432
29775,1468754.532,960549.6336,1474446.331,959643.8311,1153,3307.0866140000003,4.0,25609.64286,228568.202,5145.669290999999,Slickwater Crosslink Hybrid,7.743868197,69.11467062,465.0590551,6402.410714,57142.05051,0.112043769,8.925083544,1.0,111322,Standalone Well,Unknown,Standalone Well,Primary Frac,0.0,1471919.535,960235.4214,1474501.686,959966.4772
29776,1455716.884,955860.9124,1451045.7859999998,956575.9488,1153,3919.291339,9.0,72449.42857,646720.6239,5142.7165350000005,Slickwater Crosslink Hybrid,18.48533888,165.0095816,435.4768154,8049.936508,71857.8471,0.112025851,8.926511039,1.0,114872,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,76.0,1453079.3280000002,956113.9763,1451016.0980000002,956309.3808
29777,1455735.66,954510.0202,1460176.4009999998,953805.4838,1153,3435.0393700000004,9.0,87048.92857,819478.484,5126.968504,Slickwater Crosslink Hybrid,25.34146459,238.5645099,381.6710411,9672.103175,91053.16489,0.106224788,9.413998511,1.0,107191,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,32.0,1458176.976,954247.7471,1460204.649,954058.5171
29778,1451216.642,959218.4845,1455560.633,958556.0584,1153,3997.047244,10.0,78461.64286,755424.355,5173.228346,Slickwater Crosslink Hybrid,19.62990129,188.9956032,399.7047244,7846.164286,75542.4355,0.103864328,9.627944655,1.0,107704,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,40.0,1453728.042,958979.7125,1455589.979,958800.6308
29779,1470758.329,980951.0308,1474902.678,980306.7135,1018,3487.204724,10.0,95714.28571,597860.1878,5228.346457,Slickwater Crosslink Hybrid,27.44728035,171.4439601,399.7047244,7846.164286,75542.4355,0.160094764,6.246300469,1.0,115998,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,21.0,1473172.9619999998,980722.7666,1474928.677,980541.1457
29780,1483298.3380000002,980556.4792,1483679.77,985205.8032,1153,4232.283465,7.0,63296.92857,555073.5383,5218.503937,Slickwater Crosslink Hybrid,14.9557394,131.1522593,604.6119235,9042.418367,79296.21976,0.11403341,8.769359759,1.0,104022,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,13.0,1483154.345,983202.1827,1483416.522,985218.7551
29781,1468555.427,959244.8136,1474230.746,958375.8226,1153,5059.055118,10.0,81651.14286,811966.5185,5194.88189,Slickwater Crosslink Hybrid,16.13960334,160.49766200000002,505.9055118,8165.114286,81196.65185,0.100559741,9.944337459,1.0,102568,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,25.0,1471649.273,958949.667,1474266.979,958698.2358
29782,1438663.686,1024123.164,1434328.727,1025009.504,1028,2007.874016,10.0,63526.85714,182725.0997,5840.551181,Slickwater Crosslink Hybrid,31.63886611,91.00426534,505.9055118,8165.114286,81196.65185,0.347663552,2.876344084,0.0,112851,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,25.0,1435370.4130000002,1024660.749,1434288.356,1024761.669
29783,1424572.051,983585.2083,1428499.19,978684.5897,1018,5599.409449,10.0,118285.7143,779586.2754,5069.88189,Slickwater Crosslink Hybrid,21.12467669,139.2265171,505.9055118,8165.114286,81196.65185,0.151728831,6.590705227000001,1.0,105239,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,78.0,1426882.178,981003.393,1428767.656,978917.4852
29784,1450604.123,957616.4836,1445657.8280000002,958386.0071,1050,4601.377953,10.0,142285.7143,834636.0101,5233.267717000001,Slickwater Crosslink Hybrid,30.92241406,181.3882751,505.9055118,8165.114286,81196.65185,0.170476366,5.865915734,1.0,114866,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,113.0,1447757.621,957903.4479,1445627.615,958105.8144
29785,1459974.883,946750.115,1464568.726,946518.8897,1238,4179.133858,10.0,147857.1429,818942.6267,5232.283465,Slickwater Crosslink Hybrid,35.37985331,195.9598937,505.9055118,8165.114286,81196.65185,0.1805464,5.538742403,1.0,112054,Standalone Well,Unknown,Standalone Well,Primary Frac,113.0,1462598.0480000002,946926.543,1464569.378,946734.8527
29786,1460294.729,948851.6792,1464856.4630000002,947949.7044,1238,4064.96063,10.0,98571.42857,697523.7270000001,5230.314961,Slickwater Crosslink Hybrid,24.24904877,171.59421469999998,505.9055118,8165.114286,81196.65185,0.1413162369999999,7.076327665,1.0,104802,Outer Well,Non-Batch Frac,Sibling Well,Primary Frac,44.0,1462897.678,948499.0666,1464895.272,948208.0272
29787,1460895.263,935385.7253,1453314.871,936245.3771,1238,6854.330709000001,10.0,216428.5714,697523.7270000001,5255.905511999999,Slickwater Crosslink Hybrid,31.57544925,171.59421469999998,505.9055118,8165.114286,81196.65185,0.1413162369999999,7.076327665,1.5,112108,Standalone Well,Unknown,Standalone Well,Primary Frac,44.0,1456738.226,935502.6137,1453286.321,935887.1411
29788,1452130.764,934897.4875,1447616.102,935963.8892,1238,4003.937008,10.0,357714.2857,697523.7270000001,5248.0314960000005,Slickwater Crosslink Hybrid,89.34063773,171.59421469999998,505.9055118,8165.114286,81196.65185,0.1413162369999999,7.076327665,1.0,102316,Standalone Well,Unknown,Standalone Well,Primary Frac,44.0,1449563.795,935456.6495,1447574.404,935748.3393
29789,1451743.291,927705.5264,1456406.514,927618.3901,1238,4078.740157,10.0,138857.1429,851702.9890000001,5249.015748,Slickwater Crosslink Hybrid,34.04412576,208.8152116,505.9055118,8165.114286,81196.65185,0.163034702,6.133663501,1.0,102321,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,80.0,1454322.466,927939.0619,1456402.364,927838.2958
29790,1453076.622,939259.3778,1459702.6730000002,937862.4628,1238,5885.826771999999,10.0,134857.1429,924466.6431,5219.488189,Slickwater Crosslink Hybrid,22.91218347,157.0665735,505.9055118,8165.114286,81196.65185,0.145875618,6.855155192000001,1.0,106214,Standalone Well,Unknown,Standalone Well,Primary Frac,80.0,1456628.935,938374.5298,1459756.756,938177.9334
29791,1468982.158,938998.9016,1461812.866,940165.8865,1238,6498.0314960000005,10.0,152000.0,965135.697,5235.236220000001,Slickwater Crosslink Hybrid,23.39169949,148.527396,505.9055118,8165.114286,81196.65185,0.1574908069999999,6.349576954,1.5,103099,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,51.0,1465036.492,939406.1535,1461764.3080000002,939758.1719
29792,1476056.392,949623.614,1471600.08,950807.2761,1238,4007.874016,10.0,98142.85714,664981.1029,5242.125984,Slickwater Crosslink Hybrid,24.48751052,165.9186642,505.9055118,8165.114286,81196.65185,0.147587438,6.775644426,1.0,113336,Standalone Well,Unknown,Standalone Well,Primary Frac,51.0,1473485.846,950320.7342,1471544.744,950551.6021
29793,1460363.806,932709.2514,1467854.322,931547.8107,1238,6645.669290999999,10.0,170857.1429,1069838.213,5161.417323,Slickwater Crosslink Hybrid,25.70954638,160.9827643,505.9055118,8165.114286,81196.65185,0.15970372,6.261594893,1.5,117497,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,42.0,1464488.957,932189.0174,1467883.235,931760.7377
29794,1459639.509,944545.5708,1466571.89,943128.7656,1238,6448.818898,10.0,153285.7143,1041708.661,5190.944882,Slickwater Crosslink Hybrid,23.76957963,161.53479850000002,505.9055118,8165.114286,81196.65185,0.147148353,6.795862655,1.5,109973,Outer Well,Unknown,Sibling Well,Primary Frac,42.0,1463486.024,943983.458,1466635.334,943525.1242
29795,1468359.9719999998,957939.4369,1476660.495,956679.5346,1153,7773.622047,16.0,177888.5714,1633343.753,5176.1811020000005,Slickwater Crosslink Hybrid,22.88361466,210.1136051,485.851378,11118.03571,102083.9845,0.108910675,9.181836358,1.5,102399,Outer Well,Unknown,Infill Child Well,Primary Frac,42.0,1472872.5369999998,957511.4371,1476713.3280000002,957154.2363
29796,1455576.2859999998,954624.173,1450905.25,955242.9458,1153,4025.590551,10.0,90424.92857,806759.6249,5156.4960630000005,Slickwater Crosslink Hybrid,22.46252504,200.4077699,402.5590551,9042.492857,80675.96248999999,0.112084103,8.921871851,1.0,108612,Outer Well,Unknown,Infill Child Well,Primary Frac,42.0,1452893.2130000002,954788.3372,1450880.572,954975.7936
29797,1478501.334,965745.7452,1483288.983,965020.3382,1153,3880.905512,10.0,90142.85714,771852.8814,5157.480315,Slickwater Crosslink Hybrid,23.22727437,198.8847394,402.5590551,9042.492857,80675.96248999999,0.116787615,8.562551774,1.0,109553,Standalone Well,Unknown,Standalone Well,Primary Frac,42.0,1481239.33,965488.773,1483318.736,965292.6385
29798,1468698.87,936455.7034,1474020.519,935585.4319,1238,4858.267717000001,10.0,163000.0,909927.6408,5158.464567,Slickwater Crosslink Hybrid,33.55105348,187.2946684,402.5590551,9042.492857,80675.96248999999,0.179135123,5.582378165,1.0,112439,Standalone Well,Unknown,Standalone Well,Primary Frac,42.0,1471652.582,936127.0821,1474059.369,935888.4851
29799,1453829.001,944137.1193,1449155.524,944884.9435,1238,4140.748031,10.0,107000.0,812401.6257,5257.874016,Slickwater Crosslink Hybrid,25.84074162,196.1968271,402.5590551,9042.492857,80675.96248999999,0.131708254,7.592538557999999,1.0,116289,Standalone Well,Unknown,Standalone Well,Primary Frac,42.0,1451133.3930000002,944427.615,1449124.8909999998,944619.2661
29800,1460403.985,949569.3558,1465144.685,948996.2958,1238,4140.748031,10.0,106571.4286,760259.6177,5216.535433,Slickwater Crosslink Hybrid,25.73724065,183.6044144,402.5590551,9042.492857,80675.96248999999,0.140177679,7.133803382999999,1.0,106537,Outer Well,Unknown,Sibling Well,Primary Frac,42.0,1463135.448,949395.5764,1465168.02,949267.2852
29801,1453164.0469999998,939834.8538,1445926.024,941250.6362,1238,6694.88189,10.0,151285.7143,1032563.66,5220.472441,Slickwater Crosslink Hybrid,22.59721931,154.2317963,402.5590551,9042.492857,80675.96248999999,0.146514661,6.825255542000001,1.5,105884,Standalone Well,Unknown,Standalone Well,Primary Frac,42.0,1449199.825,940381.8453,1445862.9530000002,940835.053
29802,1468146.154,928908.116,1462623.494,929739.538,1238,4765.748031,10.0,211571.4286,695756.7267,5235.236220000001,Slickwater Only,44.39417006,145.9910852,402.5590551,9042.492857,80675.96248999999,0.304088226,3.288519303,1.0,107240,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,103.0,1465042.57,929178.5509,1462587.614,929424.0574
29803,1460564.115,935436.0032,1468258.716,934357.5613,1238,6987.204723999999,10.0,170857.1429,1220423.689,5156.4960630000005,Slickwater Only,24.45286056,174.6655117,402.5590551,9042.492857,80675.96248999999,0.139998219,7.142948012000001,1.5,108500,Outer Well,Unknown,Sibling Well,Primary Frac,103.0,1464769.174,934940.9584,1468289.606,934576.6793
29804,1468894.573,937816.6518,1461616.554,938922.4525,1238,6744.094488,10.0,179857.1429,1187021.184,5231.299213,Slickwater Only,26.66883496,176.00897880000002,402.5590551,9042.492857,80675.96248999999,0.1515197409999999,6.599800068,1.5,105376,Inner Well,Unknown,Infill Child Well,Primary Frac,103.0,1464789.22,938260.7565,1461369.12,938603.2008
29805,1468706.228,936504.1421,1461500.06,937985.9814,1238,6709.645669,10.0,171000.0,1225182.19,5231.299213,Slickwater Only,25.48569752,182.6001327,402.5590551,9042.492857,80675.96248999999,0.139571079,7.1648081260000005,1.5,112439,Standalone Well,Unknown,Standalone Well,Primary Frac,103.0,1464706.09,937086.3574,1461434.666,937572.3173
29806,1468483.376,934939.8016,1461180.5259999998,936051.8356,1238,6709.645669,10.0,160714.2857,1155680.179,5238.188976,Slickwater Only,23.95272323,172.2416109,402.5590551,9042.492857,80675.96248999999,0.139064673,7.190898891000001,1.5,110456,Outer Well,Unknown,Sibling Well,Primary Frac,103.0,1464435.237,935366.2827,1461164.665,935714.0517
29807,1460509.945,933672.2074,1467951.031,932549.0222,1238,6570.866142,10.0,172000.0,1155680.179,5185.03937,Slickwater Only,26.17615339,172.2416109,402.5590551,9042.492857,80675.96248999999,0.139064673,7.190898891000001,1.5,115204,Outer Well,Unknown,Infill Child Well,Primary Frac,103.0,1464662.303,933263.5383,1467991.3380000002,932901.2614
29808,1460084.471,930868.1165,1467558.666,929647.6267,1238,6755.905512,10.0,171285.7143,1279463.198,5166.338583,Slickwater Only,25.35347985,189.3844128,402.5590551,9042.492857,80675.96248999999,0.133873108,7.469760122,1.5,113638,Standalone Well,Unknown,Standalone Well,Primary Frac,103.0,1464240.044,930441.5651,1467607.998,930072.9408
29809,1476767.633,954170.0427,1472072.814,954972.5362,1238,3998.031496,10.0,106142.8571,829591.1284,5217.519685,Slickwater Only,26.54877963,207.4998982,402.5590551,9042.492857,80675.96248999999,0.127945989,7.815797979,1.0,117533,Outer Well,Unknown,Sibling Well,Primary Frac,103.0,1474059.367,954523.2012,1472050.9630000002,954754.481
29810,1476502.256,952404.9237,1471624.386,953383.7418,1238,4271.653543,10.0,164571.4286,848020.6312,5232.283465,Slickwater Crosslink Hybrid,38.52639895,198.5228022,402.5590551,9042.492857,80675.96248999999,0.194065359,5.152903141,1.0,117923,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,17.0,1473761.522,952876.3404,1471580.39,953106.5415
29811,1459902.831,945840.88,1467344.6069999998,944649.873,1238,6793.307087,10.0,243000.0,1173133.182,5193.897638,Slickwater Crosslink Hybrid,35.7705013,172.68955559999998,402.5590551,9042.492857,80675.96248999999,0.207137607,4.827708566,1.5,100739,Inner Well,Non-Batch Frac,Infill Child Well,Primary Frac,146.0,1463947.665,945434.4226,1467394.9009999998,945073.7217
29812,1459498.237,943253.386,1466470.681,942221.0623,1238,6247.047243999999,10.0,172285.7143,1230808.69,5178.149606,Slickwater Crosslink Hybrid,27.57874361,197.022472,402.5590551,9042.492857,80675.96248999999,0.139977655,7.143997374,1.5,109709,Outer Well,Unknown,Sibling Well,Primary Frac,146.0,1463421.5769999998,942893.0028,1466512.419,942620.0044
29813,1459299.803,941948.2074,1466509.742,940443.2981,1238,6570.866142,10.0,171714.2857,1214409.688,5177.165354,Slickwater Crosslink Hybrid,26.1326714,184.8172922,402.5590551,9042.492857,80675.96248999999,0.141397329,7.072269397,1.5,112772,Standalone Well,Unknown,Standalone Well,Primary Frac,146.0,1463302.66,941370.8635,1466579.826,940856.2104
29814,1428214.679,951015.2866,1423414.012,951723.9732,1237,4269.685039,10.0,130285.7143,813982.6259999999,5025.590551,Slickwater Crosslink Hybrid,30.51412764,190.6423117,402.5590551,9042.492857,80675.96248999999,0.160059576,6.247673664,1.0,102980,Standalone Well,Unknown,Standalone Well,Primary Frac,146.0,1425398.544,951270.1063,1423383.008,951449.3595
29815,1513331.852,979128.1263,1517965.99,978408.1244,1159,4267.7165350000005,10.0,130285.7143,491908.0761,5256.8897640000005,Slickwater Crosslink Hybrid,30.51412764,115.2625935,402.5590551,9042.492857,80675.96248999999,0.160059576,6.247673664,1.0,108000,Standalone Well,Unknown,Standalone Well,Primary Frac,146.0,1515936.971,978874.0172,1517995.4819999998,978671.9237
29816,1455585.707,952921.444,1460406.699,952174.6908,1153,4397.637795000001,10.0,100905.2143,776689.6202,5131.8897640000005,Slickwater Crosslink Hybrid,22.94532178,176.61518669999998,439.7637795,10090.52143,77668.96202,0.1299170369999999,7.697219867999999,1.0,112240,Standalone Well,Unknown,Standalone Well,Primary Frac,146.0,1458445.329,952647.8889,1460438.0780000002,952450.1897
29817,1455581.555,952894.1866,1450527.967,953660.8727,1153,4635.826771999999,10.0,89585.92857,740946.6147,5178.149606,Slickwater Crosslink Hybrid,19.32469287,159.8305224,463.5826772,8958.592857,74094.66147,0.1209073999999999,8.270792372,1.0,112240,Standalone Well,Unknown,Standalone Well,Primary Frac,146.0,1452734.005,953166.3671,1450496.241,953372.6255
29818,1450004.626,953706.4972,1445042.368,954443.7663,1050,4670.275591,10.0,142571.4286,647309.993,5267.7165350000005,Slickwater Crosslink Hybrid,30.52741231,138.6020976,463.5826772,8958.592857,74094.66147,0.220252167,4.540250452,1.0,106335,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,108.0,1447181.7859999998,953979.8738,1445011.316,954163.1061
29819,1454124.525,946152.8763,1449493.685,947108.3486,1238,3912.401575,10.0,118000.0,773496.6197,5263.779528,Slickwater Crosslink Hybrid,30.16050314,197.7037901,463.5826772,8958.592857,74094.66147,0.152553996,6.555056099,1.0,107681,Standalone Well,Unknown,Standalone Well,Primary Frac,108.0,1451358.9740000002,946589.7247,1449456.343,946887.4266
29820,1468160.507,956631.5741,1449493.685,947108.3486,1153,7783.464567,16.0,168053.0714,1316585.704,5205.708661,Slickwater Crosslink Hybrid,21.591037,169.15162809999998,486.4665354,10503.31696,82286.60648,0.127643093,7.834344785,1.5,113926,Inner Well,Unknown,Infill Child Well,Primary Frac,108.0,1472438.93,956052.336,1476176.346,955610.8235
29821,1453484.004,941964.6491,1445922.755,942949.6176,1238,6848.425197,16.0,172000.0,1248447.693,5274.606299,Slickwater Crosslink Hybrid,25.11526301,182.2970475,486.4665354,10503.31696,82286.60648,0.13777109,7.258416821,1.5,116892,Outer Well,Unknown,Sibling Well,Primary Frac,108.0,1449334.42,942216.1987,1445889.57,942592.8414
29822,1478471.356,966561.7993,1483849.13,965721.3117,1153,4777.559055,16.0,98142.85714,760058.1176,5172.244094,Slickwater Crosslink Hybrid,20.54246866,159.0892146,486.4665354,10503.31696,82286.60648,0.129125464,7.744405856,1.0,103028,Outer Well,Unknown,Infill Child Well,Primary Frac,108.0,1481468.4730000002,966292.7645,1483885.449,966028.3236
29823,1427529.4330000002,946436.6975,1423361.728,947070.215,1237,3734.251969,16.0,139571.4286,768552.1189,5095.472441,Slickwater Crosslink Hybrid,37.37600723,205.8115321,486.4665354,10503.31696,82286.60648,0.181603076,5.50651467,1.0,108357,Standalone Well,Unknown,Standalone Well,Primary Frac,108.0,1425138.9719999998,946682.6308,1423337.216,946831.1802
29824,1451304.358,962183.6905,1443703.019,963340.4095,1050,7229.330709000001,16.0,231714.2857,1209688.83,5288.385827,Slickwater Crosslink Hybrid,32.05196927,167.3306809,486.4665354,10503.31696,82286.60648,0.1915486689999999,5.220605309,1.5,109677,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,176.0,1447167.498,962552.3665,1443655.1919999998,962906.371
29825,1447479.3469999998,937391.6564,1439918.05,938521.0729,1050,7197.834645999999,16.0,235142.8571,1183586.088,5243.110236,Slickwater Crosslink Hybrid,32.66855502,164.43640990000003,486.4665354,10503.31696,82286.60648,0.198669839,5.03347668,1.5,111558,Outer Well,Unknown,Sibling Well,Primary Frac,176.0,1443325.4009999998,937771.8007,1439872.196,938088.3994
29826,1446789.2119999998,932819.8071,1439229.679,933985.1047,1050,6317.913386,16.0,206000.0,1099911.17,5330.708661,Slickwater Crosslink Hybrid,32.60570182,174.0940565,486.4665354,10503.31696,82286.60648,0.187287852,5.339374613,1.5,104937,Standalone Well,Batch-Sequential Frac,Standalone Well,Primary Frac,69.0,1442647.9840000002,933215.6077,1439177.718,933553.2965
29827,1481261.41,980964.7016,1482514.9530000002,985248.214,1153,4249.015748,8.0,64698.35714,532259.749,5216.535433,Slickwater Crosslink Hybrid,15.22666918,125.2665983,531.1269685,8087.294643000001,66532.46862999999,0.121554104,8.22678925,1.0,114824,Outer Well,Unknown,Infill Child Well,Primary Frac,69.0,1482076.147,983363.0797,1482278.131,985406.7738
29828,1473568.388,933093.066,1468650.2019999998,933879.9981,1238,4287.401575,8.0,160714.2857,757624.6173,5202.755906,Slickwater Crosslink Hybrid,37.48524203,176.7095067,531.1269685,8087.294643000001,66532.46862999999,0.212129176,4.71410873,1.0,107521,Standalone Well,Unknown,Standalone Well,Primary Frac,69.0,1470771.5780000002,933426.8612,1468617.128,933598.921
29829,1473175.497,930480.2182,1468247.22,931224.9304,1238,4303.149606,8.0,177857.1429,916437.6418,5202.755906,Slickwater Crosslink Hybrid,41.33185205,212.9690403,531.1269685,8087.294643000001,66532.46862999999,0.194074463,5.15266144,1.0,108546,Standalone Well,Unknown,Standalone Well,Primary Frac,69.0,1470347.73,930763.0209,1468223.21,930989.6442
29830,1545506.255,944818.3897,1468247.22,931224.9304,1238,6539.370079,8.0,185571.4286,903154.1398,5187.992126,Slickwater Crosslink Hybrid,28.37756945,138.1102658,531.1269685,8087.294643000001,66532.46862999999,0.205470385,4.866881431,1.5,115334,Standalone Well,Unknown,Standalone Well,Primary Frac,69.0,1541448.1090000002,945205.7695,1537983.5469999998,945565.1943
29831,1454032.876,945429.3001,1468247.22,931224.9304,1238,4330.708661,8.0,257000.0,1272364.197,5168.307087,Slickwater Crosslink Hybrid,59.34363636,293.80046,531.1269685,8087.294643000001,66532.46862999999,0.201986193,4.950833451,1.0,108102,Standalone Well,Unknown,Standalone Well,Primary Frac,69.0,1457100.365,945101.3473,1459363.175,944704.8254
29832,1450828.358,958918.1577,1443256.45,960147.1396,1050,6586.614173,8.0,180428.5714,942812.7411,5277.559055,Slickwater Crosslink Hybrid,27.39322005,143.140727,531.1269685,8087.294643000001,66532.46862999999,0.1913726489999999,5.225407116,1.5,111540,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,148.0,1446513.6069999998,959346.4424,1443201.809,959714.169
29833,1529357.191,940605.0421,1443256.45,960147.1396,1238,6646.653543,8.0,186428.5714,948924.1707,5128.937008,Slickwater Crosslink Hybrid,28.04848639,142.76720830000002,531.1269685,8087.294643000001,66532.46862999999,0.1964630869999999,5.090014709,1.5,104007,Standalone Well,Unknown,Standalone Well,Primary Frac,148.0,1533375.209,940236.0496,1536751.0869999998,939905.508
